"study","x","m"
2,1,8.91181738866173
2,1,3.08335286634003
2,0,10.8249070304759
2,1,20.9134489321167
2,0,6.66020809368157
2,1,5.93549470872423
2,1,0.279327259141803
2,1,13.8828670152265
2,1,5.75188485168877
2,0,14.0004138935239
2,0,9.03317116091898
2,1,6.11359108039697
2,0,13.3891772247184
2,0,11.1321290844778
2,0,8.43232941482175
2,1,12.2228892435123
2,0,15.3516806099712
2,0,6.46026926610246
2,0,17.2929477722625
2,2,13.8642780206625
2,1,6.48578811464043
2,2,11.4623434337291
2,1,5.36965687501628
2,0,11.2177511742666
2,1,4.25399537592495
2,1,9.12783846314833
2,0,9.44142284376457
2,1,4.48290193323387
2,0,11.3710966624876
2,2,14.6009290007405
2,1,10.3639684322443
2,0,20.2327492125528
2,1,10.5379179829603
2,2,5.78261533600777
2,0,8.31392694586679
2,1,10.5246219751343
2,0,6.6392679289515
2,0,2.54588050291971
2,0,10.8031203450132
2,2,9.82198033627316
2,0,6.74013762556902
2,1,8.12841647437675
2,1,13.352464554859
2,0,8.28337896168725
2,1,10.0576059119335
2,1,5.52150649334853
2,0,11.795070177024
2,0,11.091692523487
2,0,12.8404145695941
2,1,11.8437656695039
2,0,15.9688609794476
2,2,15.5147517783144
2,0,5.95254454817995
2,1,5.85135069989503
2,0,8.18340735726728
2,0,6.17094100934411
2,0,4.15361135206118
2,0,6.73226446872483
2,1,10.1262360372328
2,0,2.34355409539603
2,0,5.96978003214691
2,1,7.84503215697363
2,0,10.4518454565034
2,0,19.7658095722143
2,1,8.05967289883746
2,0,7.55213090004061
2,2,11.7164513955594
2,1,8.5894573262878
2,2,6.73164508350336
2,1,4.82815860922447
2,1,16.1578114319243
2,1,9.37970238211062
2,1,3.87891444995668
2,1,5.89429606711966
2,0,5.46634561516697
2,0,13.5434709393509
2,0,9.04234199974662
2,0,-0.200522877566677
2,0,13.4431038608736
2,0,4.86935615029984
2,1,10.1757672365819
2,1,7.39183468489982
2,0,5.85112304959651
2,1,10.2864882670532
2,0,18.0689110634866
2,0,7.7980399799603
2,0,6.3635615284415
2,1,9.2628376961202
2,0,13.9616615922189
2,0,14.237424351102
2,0,7.07003464627692
2,0,14.7550490989479
2,1,11.6754265496497
2,1,16.8315702988364
2,1,14.0668578181776
2,1,18.4715270663242
2,0,9.27102842995077
2,2,15.9411072233234
2,1,7.251533639725
2,0,9.69555436940641
2,1,9.31286572732482
2,0,7.94362288414745
2,1,3.98404870724814
2,0,10.1398849096025
2,0,7.46384280031324
2,0,11.71903723365
2,1,10.8060901484835
2,2,6.1028287899187
2,1,8.47801540322761
2,1,8.51194862466899
2,2,10.4669466841871
2,0,8.64965918080008
2,0,5.62990182112858
2,1,13.4247277874735
2,0,11.2681167100987
2,0,8.7423095552333
2,0,8.77650517527003
2,0,9.51665707160207
2,2,11.1450279951842
2,0,11.4668946624345
2,0,4.16908114504965
2,0,11.9573657048075
2,0,4.66088647338898
2,1,10.6944530478353
2,1,8.74344672500172
2,2,17.4982867642068
2,0,13.1895710585304
2,0,9.40105721160797
2,1,14.2004855755361
2,0,13.188491346232
2,0,10.2697929933197
2,1,16.9584096511744
2,1,19.7835306036577
2,0,11.7820530081624
2,1,8.45626309717925
2,0,1.81917361202834
2,1,4.87322783443284
2,1,6.50393310652748
2,1,16.0067489603555
2,0,20.0135744053111
2,1,5.10745255196403
2,0,8.8313817854555
2,0,7.78316457937877
2,0,1.40941867801844
2,2,1.39758318321508
2,0,18.5711881362975
2,0,9.96480487588859
2,0,2.3387783776881
2,0,7.55115445232073
2,0,11.3286227644453
2,1,4.08728018322244
2,1,12.848233291692
2,1,10.9245193025169
2,2,9.81694695315267
2,1,9.82472705656374
2,0,6.25430695012838
2,2,4.61466110511384
2,0,6.56362144369616
2,1,7.72739408184939
2,2,12.821756888531
2,1,20.5704771746527
2,1,7.98912453150994
2,2,9.71914748504926
2,0,8.68777501814344
2,1,12.5432258530679
2,0,13.5982814750057
2,2,3.20706543120787
2,0,10.6885740899289
2,0,11.9510564251256
2,0,6.99619708245085
2,0,8.5025781239363
2,1,10.0059701583141
2,0,9.74995356100134
2,0,7.15354006609438
2,0,1.98499685382803
2,0,12.2855217391767
2,0,14.4657373470927
2,1,7.27276450875211
2,0,10.7128720644662
2,1,11.2871199403187
2,0,14.6636395483791
2,0,10.7992399708944
2,2,3.75953648387093
2,0,17.2807082760248
2,0,2.42199605506978
2,1,6.37639831141171
2,0,8.28404653013713
2,0,10.392798018308
2,2,1.29010838844973
2,0,-0.77178744877299
2,0,14.5236432529531
2,1,13.4928232071127
2,0,7.61395624779162
2,0,9.01718065469851
2,2,7.26523538852183
2,0,4.43717275584698
2,0,5.81370826148049
2,1,7.59840336030394
2,1,14.8899596232363
2,0,7.01904958000862
2,0,13.7730773509951
2,0,18.4350609738258
2,0,2.69244271548318
2,0,11.1586123206096
2,0,7.4511903823342
2,1,8.96729867549013
2,1,6.06559351124192
2,2,17.5952510774385
2,2,5.77785480434544
2,0,11.5117733762547
2,0,12.9003881612122
2,0,12.0289182276864
2,0,6.47732464705182
2,0,7.32035001793743
2,0,6.1178865533335
2,0,15.220341798915
2,0,11.8815401909236
2,0,11.6482657434431
2,0,10.0203475525859
2,0,1.79852780041399
2,0,8.1454577581022
2,1,7.04737791999033
2,0,2.68948129245124
2,1,8.34292246896412
2,0,4.94974579049877
2,0,12.0083895310535
2,0,6.52974568491107
2,0,10.3099743089096
2,0,1.16995554664532
2,0,9.11287789901124
2,0,9.84985874902695
2,0,10.6179393839187
2,1,4.54193238206703
2,1,6.16342611343564
2,1,4.79854015769648
2,0,-1.26625383110902
2,1,18.9036532427336
2,1,5.79783741190797
2,1,10.3096440009376
2,1,-0.0764601114429908
2,1,6.18230058749481
2,1,9.03315821235125
2,0,11.030565769893
2,2,18.4689812547692
2,0,10.1397792910786
2,1,8.99792693676744
2,1,9.94440680517062
2,0,13.2085458329519
2,1,11.1205033458057
2,0,16.4049882602723
2,1,6.30441895017666
2,1,5.60982158473485
2,0,17.9538709917808
2,1,7.08531866747369
2,0,10.5241355054828
2,1,9.90864139149924
2,0,9.89943583823248
2,0,19.0626178394011
2,0,8.1028402919461
2,1,9.59429116049818
2,1,18.2762067802987
2,1,15.5778550571117
2,0,9.52309440571346
2,0,6.74723053661855
2,0,10.7216675374558
2,1,7.42677940907131
2,0,6.20192718843697
2,0,4.64053667970725
2,0,7.78748573656012
2,2,7.75878421908626
2,0,1.69329577853764
2,1,6.99123018140744
2,0,13.2218910315574
2,0,16.0319305672863
2,0,8.97238430713746
2,0,10.7424091724209
2,1,6.00145885610291
2,1,10.238290552953
2,1,17.258953518723
2,1,13.0496893949082
2,2,10.5316397105177
2,0,7.65499656907742
2,1,10.9106521920459
2,1,10.1600116670634
2,1,10.3470002215389
2,1,10.681807639779
2,1,8.06835263336281
2,0,14.3048160738888
2,0,1.85200096949203
2,1,12.4975858239933
2,0,7.88237185214806
2,1,7.07414011680969
2,0,11.4841122234603
2,1,6.8000738200486
2,1,2.85714015230474
2,0,-3.24083999636713
2,1,13.790551330123
2,0,12.7882236245915
2,0,6.74222841588404
2,1,6.66848321636676
2,0,7.91183943674879
2,0,4.59439217245662
2,1,14.1299861510586
2,0,10.7364286260341
2,1,6.56393280205769
2,1,15.3502701986469
2,1,3.57546862064156
2,1,4.19857975780321
2,1,12.7491600407525
2,0,1.50154330398663
2,1,7.88742477086419
2,0,6.94560376308285
2,0,12.095073559703
2,0,12.230327819815
2,1,6.10889728355348
2,1,1.5901832180642
2,1,6.55192487946127
2,2,15.3677884161672
2,1,0.896179004001285
2,0,10.8962221165927
2,0,11.1670812382947
2,1,8.34761820875492
2,0,9.4789831936359
2,2,9.70997724862494
2,0,6.61545397331246
2,0,9.11058732244377
2,1,10.3244779840958
2,1,4.68268629924334
2,2,13.6507740376872
2,0,11.3941248897971
2,0,12.5949612091181
2,1,3.02673327764843
2,0,11.258686677139
2,0,16.1067261212291
2,1,18.3136677219997
2,1,1.62277446527407
2,1,9.41769837528362
2,0,13.9028246650946
2,1,9.24801641995675
2,1,5.35939905884005
2,0,17.9674300972217
2,1,8.04373181319991
2,0,12.1852742498695
2,0,7.692380394763
2,1,21.3079055009834
2,1,10.3292041181724
2,1,12.5542550793414
2,2,11.3853805164389
2,0,13.3068200483082
2,0,8.9870636775208
2,0,11.7877258318201
2,0,12.980730618735
2,1,12.4365138706411
2,1,17.6559106295917
2,1,11.1078839556296
2,0,13.0466971954369
2,0,4.91544752066381
2,2,9.45090410151862
2,0,6.69805392470126
2,1,15.9247545567748
3,1,23.2053395900698
3,1,12.7398795599161
3,2,7.42371427197807
3,1,13.5323471226474
3,0,8.94393803239819
3,1,16.7345305633449
3,1,4.16563815658555
3,1,3.05183520836567
3,1,7.63678989730576
3,1,10.8834271786292
3,1,6.48129996045445
3,1,11.1617249487592
3,1,8.28305676426515
3,1,15.0099944504044
3,1,6.6032920077961
3,2,10.6458992611002
3,1,13.1431164256515
3,0,11.2588681928629
3,1,16.5009843065257
3,2,13.1821199400299
3,1,6.05850228462372
3,0,1.64338231241318
3,0,3.3935460065771
3,1,21.1767233640395
3,1,9.64222719117801
3,2,4.1656110079353
3,1,14.6561189883905
3,1,12.5061334493966
3,2,19.6831711829496
3,0,7.28523561684016
3,1,12.0057284567231
3,2,13.1909990732792
3,1,11.9808192790505
3,1,7.19985280864022
3,0,10.9204060557138
3,2,17.1190988401271
3,0,8.59602385510063
3,1,13.3539756055327
3,1,6.13962095878016
3,1,10.314179766842
3,0,5.77080841846952
3,0,10.4447621220136
3,2,12.9439093551294
3,0,11.9125960761656
3,1,10.6198675371037
3,1,10.6569579056299
3,0,10.2797441948917
3,1,11.3346928387064
3,0,7.06943741583708
3,2,11.0949208957355
3,2,18.5801295556335
3,1,11.1639680297257
3,0,5.03450899931415
3,0,11.8191731027877
3,1,16.7909233210428
3,1,11.4321796322366
3,0,17.4578600680291
3,1,10.262285602191
3,0,14.1677883884649
3,1,6.89714330342425
3,0,9.60247536293519
3,2,15.4624024555445
3,0,14.6749950446591
3,2,11.4919295405475
3,1,12.9649619402168
3,1,16.8848289232051
3,1,19.4491202878949
3,1,11.5788139913622
3,1,7.71783820903306
3,1,14.311136122619
3,0,10.2411993701011
3,1,15.5342859156492
3,1,12.3013123865699
3,1,7.35539713512303
3,0,11.3115662466754
3,1,6.26887881471288
3,2,22.6611059584718
3,2,10.3461475324609
3,1,9.02133300860495
3,2,13.8358631856279
3,2,7.916144254294
3,1,8.40915610425098
3,1,7.5687088920493
3,0,11.3628188757989
3,0,10.5220154043653
3,2,15.2255472522069
3,0,4.06243400974831
3,1,7.42583567599292
3,1,15.8896205793016
3,1,4.50010496104019
3,1,12.5774917598287
3,2,9.44396433206041
3,0,9.2372868828209
3,1,12.3720013204581
3,1,18.5558981973026
3,1,6.92797276807214
3,1,0.858792037804392
3,1,12.1887591804837
3,1,7.04206131668823
3,1,6.98043594172724
3,0,0.298528776601977
3,1,6.69778644473589
3,0,10.9565047797407
3,1,12.3393500959922
3,2,12.4990875209099
3,0,2.08909865829651
3,1,13.6763312012637
3,1,9.9631325917023
3,2,19.0358437446029
3,0,10.2524080774837
3,0,6.3000428592141
3,0,10.7074739362131
3,0,9.93442898078934
3,1,10.4161431233496
3,2,10.4277751713623
3,1,10.66458655109
3,1,1.42225732321015
3,2,16.0135770609859
3,0,18.8576661716446
3,1,11.0317935746158
3,2,8.71174219337337
3,1,8.70544088508063
3,1,14.3779786185657
3,1,9.44882571183073
3,1,12.3535684979041
3,0,-2.08867754557053
3,2,12.775431060659
3,0,9.18189997195497
3,0,13.0673873708915
3,1,13.8814963571123
3,0,16.0380663239279
3,2,13.4322281413505
3,1,17.4233679956165
3,1,15.4175480913699
3,1,13.7411607846642
3,1,16.0807818973797
3,0,8.01716412157558
3,0,5.66251409253532
3,1,11.9741753137676
3,1,12.7955210235213
3,2,12.7039328224113
3,1,14.713569142237
3,1,6.03514424080769
3,1,11.1789553442007
3,1,9.00444556699621
3,0,13.0942060245448
3,0,16.9965801237343
3,1,10.4686719060478
3,0,11.8569576309983
3,2,16.1288029438379
3,2,6.0942076338566
3,1,16.2192568767026
3,1,7.24605553348597
3,2,15.6599441816255
3,1,18.7302296592635
3,0,10.8273666834434
3,0,6.30217885692916
3,1,10.5245030289915
3,2,9.20667023952823
3,0,9.90082227893109
3,0,14.4804464021907
3,1,8.0217782793226
3,1,9.1137840702881
3,1,6.14395655123732
3,1,10.6732402258823
3,2,15.8518661837654
3,2,6.2761675387319
3,1,8.5848501856149
3,0,16.5394373457186
3,1,4.92668122561364
3,1,16.5999865963188
3,0,-3.28497088053914
3,1,5.31021260036699
3,0,4.47366197409609
3,1,14.8173871906422
3,0,6.52073061952761
3,0,13.5440471331703
3,1,19.2915747989872
3,0,10.2156818983873
3,1,11.6521328207647
3,2,6.65287379130436
3,0,10.9109754783512
3,1,6.11399100360775
3,0,14.4901221821895
3,1,15.4467296613675
3,0,11.2586852916569
3,1,14.1094649109408
3,1,19.0191552808958
3,1,10.1422261899377
3,2,19.9072488522277
3,2,12.8169193143577
3,1,9.68663747635742
3,1,7.72189026408702
3,1,15.7452284491138
3,1,10.5863056488173
3,1,4.12702878195997
3,0,14.8615554091015
3,0,-1.3293566010444
3,0,17.738787578093
3,2,10.3552206843493
3,1,8.07881842970574
3,1,6.90439925055848
3,2,4.80090077574969
3,1,10.8255200792349
3,1,-0.210747819715237
3,0,8.47702868388153
3,0,8.78649186727896
3,1,12.1137689411672
3,0,6.83810778510247
3,1,8.0604163909349
3,1,16.6513738867186
3,0,11.3418932598546
3,1,11.6390810014929
3,1,4.76785195253294
3,1,19.9274755413024
3,2,10.0645675903918
3,2,10.6823827198819
3,0,9.87575396204428
3,0,14.3385546340217
3,0,11.4724960571501
3,1,11.6035354575463
3,1,8.82992756521813
3,1,16.0763851753617
3,1,-2.42295752288636
3,2,8.09963605337288
3,2,12.3308095585822
3,1,12.0722926354804
3,1,17.5428887454387
3,0,-0.74749341372023
3,2,14.3741065963037
3,1,9.8764661370791
3,0,15.3541871179638
3,0,4.6736279532097
3,0,13.4080195062574
3,0,11.9608669424887
3,1,15.6205399759207
3,1,14.5547794979172
3,0,2.36242159228556
3,0,6.18235029323021
3,0,6.91672162047681
3,1,7.54058214537798
3,1,7.10039732375778
3,2,8.49842447417162
3,1,10.6292170733619
3,2,18.9307581218353
3,0,18.9537634498627
3,2,10.0573794991088
3,1,-0.225482372009917
3,2,2.98280781850549
3,1,0.292115646336828
3,2,8.98271085236387
3,1,16.892180385404
3,1,5.10206485008417
3,1,0.722416181053491
3,1,11.5262818221467
3,0,11.2594392697401
3,1,2.14021651911429
3,1,4.76185717879968
3,1,5.23004636033415
3,1,6.47847111448738
3,0,14.7563425495403
3,1,6.20446521233545
3,2,14.7722223857471
3,0,4.36981259423648
3,0,8.14088423808636
3,1,17.0017585218279
3,1,12.1517808299487
3,2,14.931157269473
3,1,8.26748722755491
3,1,7.07763758742271
3,1,5.04025871843369
3,0,11.2662321280516
3,0,4.16818577713484
3,1,7.29231397836739
3,1,10.9296265029314
3,1,6.44836046961634
3,1,4.51655778500064
3,1,6.72738435257206
3,2,8.31859175712258
3,0,5.22001043542498
3,1,8.85146522110597
3,2,8.48532607776246
3,0,3.81142108502444
3,1,14.4637539449144
3,1,15.920821992998
3,0,7.24105029953108
3,1,5.47604403560627
3,2,18.5487334313807
3,0,10.0059404290688
3,1,2.45743098064633
3,0,2.60020581243075
3,1,12.516531993016
3,1,12.8479760557683
3,1,4.9309358256519
3,1,14.9279684479568
3,2,15.1939965920154
3,1,12.0555024614045
3,1,10.0124763754918
3,1,6.29663350166462
3,0,6.79196959462343
3,1,11.7001423423329
3,0,14.854769580242
3,2,-1.15292237088585
3,2,16.1835542547926
3,2,5.75068036928206
3,1,12.9697442753221
3,1,0.614242384017238
3,0,3.5306128770306
3,0,16.4378687077007
3,0,12.287296601393
3,1,12.7185455094309
3,1,5.05970222451354
3,1,10.7361218043978
3,1,13.1223648383528
3,0,12.450009361724
3,1,6.70075664769993
3,1,7.77047690634738
3,1,11.4901018526238
3,1,13.1842809875565
3,0,8.56536042011293
3,1,11.4968108287811
3,1,13.9019858229113
3,1,17.8615687592245
3,0,6.18765898297798
3,0,6.40622337912559
3,1,21.0880305916066
3,0,4.04493157141526
3,1,2.6588349508909
3,0,10.8326407947747
3,1,14.4086260439632
3,2,13.6375847061267
3,0,2.84386042018737
3,1,15.5973644398827
3,0,20.8661295537834
3,2,16.357576911787
3,2,14.6307997121404
3,1,9.87052966169557
3,1,5.38725695081577
3,0,8.01920429221638
3,1,8.13570946810038
3,1,14.0118396620835
3,1,1.02711169534238
3,1,7.63958575025749
3,2,2.41567515134743
3,1,11.1817320212375
3,1,5.88255347828644
3,1,6.48962286520405
3,0,16.2170336381589
3,0,10.7216075940448
3,0,10.8035069804376
